Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
17,63086429;-0,509561163;1,375593443;2,102734762;2,56386493
17,64094829;-0,359073713;1,474074295;1,807218822;2,359633198
17,65103229;-0,022836593;1,415019464;1,862126516;2,338870829
17,66111729;0,088381542;1,142424609;2,316116619;2,584055238
17,67120129;-0,018379407;0,611239858;2,77187258;2,83852595
17,68128529;-0,3252005;-0,074290044;2,782356638;2,802281719
17,69136929;-0,657286973;-0,740833452;2,403984482;2,600000339
17,70145329;-0,613101757;-1,280701611;1,426175659;2,012477923
17,71153729;-0,51893118;-1,646716846;0,303234265;1,752973747
17,72162129;-0,464827478;-1,832045515;-0,378515412;1,927622699
17,73170629;-0,138923851;-2,00333005;-1,044974036;2,263758348
17,74179029;0,13073921;-2,191779378;-1,608194804;2,721631884
17,75187429;0,061173278;-2,355892888;-1,938564827;3,051558136
17,76195829;-0,579997746;-2,381490244;-4,445380783;5,076347454
17,77204229;-1,653584108;-2,086393256;-6,033590389;6,594815403
17,78212629;-0,89216144;-2,030414645;-1,978601298;2,972103424
17,79221129;-0,576435476;-1,804821464;0,306687046;1,919300737
17,80229529;-0,351995073;-1,561642781;1,524333453;2,210479854
17,81237929;-0,088203932;-1,405768876;0,822966952;1,631330951
17,82246329;0,03009138;-1,223450938;0,418178245;1,293294527
17,83254729;-0,522023334;-0,990274503;0,034844728;1,119984869
